institution-id,institution-name,institution-url
59936,Northwest Missouri State University,http://www.nwmissouri.edu
60017,Western Washington University,http://www.wwu.edu/
59956,Sacred Heart University,http://www.sacredheart.edu
60194,Merrimack College,http://www.merrimack.edu
60234,Salem State University,http://www.salemstate.edu
60301,University of South Florida-Main,http://www.usf.edu/
60097,Babson College,http://www.babson.edu
59954,Rowan University,http://www.rowan.edu
60246,San Diego State University,http://www.sdsu.edu
59932,SUNY at New Paltz,http://www.newpaltz.edu
60308,Vanguard University of Southern California,http://www.vanguard.edu
60276,University of Cincinnati-Main,http://www.uc.edu
60012,Worcester Polytechnic Institute,http://www.wpi.edu
59981,The University of British Columbia,http://www.ubc.ca
60264,Texas Christian University (TCU),http://www.tcu.edu
60137,California State University-Northridge,http://www.csun.edu
60190,Lewis & Clark College,http://www.lclark.edu
60162,Grand Canyon University,http://www.gcu.edu
60141,Concordia University-Chicago,http://www.cuchicago.edu
60238,University of South Carolina,http://www.sc.edu
59910,CUNY John Jay College of Criminal Justice,http://www.jjay.cuny.edu
60001,The University of Tennessee at Chattanooga,http://www.utc.edu
59967,Saint Joseph's College-Long Island,http://www.sjcny.edu
59890,Gettysburg College,http://www.gettysburg.edu
59871,SUNY College at Cortland,http://www2.cortland.edu
59880,The Evergreen State College,http://www.evergreen.edu
120335,Qatar Northwestern University,https://www.qatar.northwestern.edu/
138941,Texas A&M University School of Law,https://law.tamu.edu/
138944,The University of North Carolina at Greensboro,https://www.uncg.edu/
120877,Hult International Business School,http://www.hult.edu
120331,UT Southwestern Medical Center,https://www.utsouthwestern.edu/
135011,Mount Saint Mary's University,https://msmary.edu/
139164,St. Philip's College,https://www.alamo.edu/spc/
138937,McGill University ,https://www.mcgill.ca/
120337,Scripps College,https://www.scrippscollege.edu/
121433,George Mason Korea,https://masonkorea.gmu.edu/
138940,Lake County Tech Campus,https://www.techcampus.org/
120392,Holt School at Rollins College,https://www.rollins.edu/
139038,University of Denver,https://www.du.edu/
121395,KCTCS Big Sandy,https://bigsandy.kctcs.edu/
136280,Dixie State University,https://dixie.edu/
139122,George Mason University Diversity and Equity,https://diversity.gmu.edu/
121286,Lake Land College,https://www.lakelandcollege.edu/
138952,UNC Chapel Hill,https://www.unc.edu/
121002,Mary Baldwin University,http://www.marybaldwin.edu
139046,University of Limerick,https://www.ul.ie/
136306,Richard Bland College of William & Mary,https://www.rbc.edu/
138963,Concordia University ,https://www.concordia.ca/
121393,KCTCS Jefferson,https://bluegrass.kctcs.edu/
138959,Southwest Tennessee Community College,https://www.southwest.tn.edu/
139111,University of Denver Sturm College of Law,https://www.law.du.edu/
139192,Nova Southeastern University KPCOM,http://www.nova.edu
121090,The Cooper Union,http://cooper.edu/
139210,NOVA Southeastern University Fischler,http://www.nova.edu
139048,The University of Utah,https://www.utah.edu/
139163,Georgetown University in Qatar,https://www.qatar.georgetown.edu/
120350,Vrije Universiteit Amsterdam,https://www.vu.nl/en/
120415,Rosalind Franklin University,https://www.rosalindfranklin.edu/
121239,Boston College Law School,https://www.bc.edu/bc-web/schools/law.html
139033,Herron School of Art and Design,https://herron.iupui.edu/
138977,Purdue University Northwest,https://www.pnw.edu/
139121,Drexel University College of Medicine,https://drexel.edu/medicine/
121014,Saint Mary's University of Minnesota,https://www.smumn.edu/
121392,KCTCS Bluegrass,https://bluegrass.kctcs.edu/
