,location-id,location-name,institution-id,institution-name,institution-url,stops
33,80503,University of Wisconsin-La Crosse,63753,University of Wisconsin-La Crosse,http://www.uwlax.edu,"['Welcome, Cleary Center', 'East Campus Halls', 'Student Union: “The U”', 'East Campus Halls', 'Sports Complex', 'Reuter Hall', 'Cowley Hall of Science', 'Mitchell Hall', 'Archaeology Center', 'Graff Main Hall', 'WING Technology', 'Lindner Forest', 'Centennial Hall', 'Morris Hall', 'Center for the Arts', 'West Campus Halls', 'Health Science Center', 'Dining Hall', 'Eagle Hall', 'Recreational Eagle Center', 'Murphy Library', 'Hoeschler Clock Tower', 'Prairie Springs Science Center', 'Wimberly Hall', 'University Police & Parking Services', 'Wrap Up']"
34,141312,Wayne State - School of Medicine,63872,Wayne State University,http://www.wayne.edu,"['Welcome – Mazurek Medical Education Commons', 'Shiffman Medical Library', 'Kado Clinical Skills Center', 'Mazurek Classroom', 'The Bridge', 'Jaffar Lecture Hall ', 'Student Lounge', 'Brush Mall', 'District Detroit', 'Campus Martius']"
35,142509,Auburn University (Main Campus Tour),60492,Auburn University,http://www.auburn.edu,"['Samford Hall', ""Toomer's Corner"", 'Brown-Kopel Engineering Student Achievement Center', 'Horton-Hardgrave Hall', 'Auburn Arena', 'Recreation and Wellness Center', 'Nursing Building', 'Dudley Hall', 'Science Center', 'Mell Classroom Building ', 'Upper Quad Residence Hall Area', 'Campus Green Space', 'Harold D. Melton Student Center', 'Eagles Nest', 'Quad Center']"
36,142330,Auburn Samuel Ginn College of Engineering Tour,60492,Auburn University,http://www.auburn.edu,"['Welcome', 'Testing Stop', 'Auburn Samuel Ginn College of Engineering', 'Brown-Kopel Engineering Student Achievement Center', 'Broun Hall – Electrical and Computer Engineering', 'Wiggins Hall – Mechanical Engineering', 'Shelby Center West – Industrial and Systems Engineering', 'Shelby Center East – Computer Science and Software Engineering', 'Gavin Engineering Research Laboratory', 'Corley Hall – Biosystems Engineering', 'Ross Hall – Chemical Engineering', 'Harbert Center – Civil Engineering', 'Davis Hall – Aerospace Engineering', 'Wilmore Laboratories – Materials Engineering', 'Samford Hall ']"
37,143494,Auburn University Liberal Arts,60492,Auburn University,http://www.auburn.edu,"['Tichenor Hall', 'Mell Building', 'Melton Student Center', 'Haley Center', 'Thach Concourse', 'Biggin Hall', 'Goodwin Hall', 'Telfair Peet Theatre', 'Fine and Performing Arts', 'Delta Building']"
38,143529,Auburn University Housing,60492,Auburn University,http://www.auburn.edu,"['2021 Welcome - The Green Space', 'The Green Space', '2021 Quad', 'Quad', '2021 Village', 'Village', '2021 South Donahue', 'South Donahue', '2021 Hill', 'Hill', '2021 Cambridge', 'Cambridge', '2021 160 Ross', '160 Ross', '2021 191 College', 'On-Campus Living', '2021 On-Campus Activities', 'On-Campus Activities', '2021 On-Campus Living']"
39,80019,Bloomington Campus Tour,59908,Indiana University-Bloomington,http://www.iub.edu,"['Start Virtual Tour', 'Old Crescent', 'Indiana Memorial Union', 'Ernie Pyle Hall', 'Dunn Meadow', 'Hutton Honors College', 'Kappa Alpha Theta', 'Greek Life', 'Collins Living Learning Center', 'ArboretumOld', 'Arboretum', 'Hodge Hall', 'Kelley School of Business - Hodge Hall', 'Wells Library', 'Luddy School of Informatics, Computing, and Engineering ', 'Hamilton Lugar School of Global and International Studies', 'Arts Plaza', 'Eskenazi Museum of Art', 'Woodburn Hall', 'Beck Chapel', 'Chemistry Building', 'Memorial Hall', 'Musical Arts Center', 'Neal Marshall Black Cultural Center', 'Student Recreational Sports Center', 'Teter Hall', 'Memorial Stadium ', 'Simon Skjodt Assembly Hall', 'DeVault Alumni Center', 'Assembly Hall', 'End of Tour']"
40,127937,A Day in the Life,59908,Indiana University-Bloomington,http://www.iub.edu,['Indiana University']
41,118804,IU Athletics 360 Experience,59908,Indiana University-Bloomington,http://www.iub.edu,['Troy Williams Dunk vs Purdue']
42,141827,Pepperdine University,60219,Pepperdine University,http://www.pepperdine.edu,"['Main Campus', 'Payson Library', 'Classroom - Pendleton Learning Center (PLC)', 'Stauffer Chapel', 'Waves Cafe', 'International Programs', 'Tyler Campus Center 2nd Floor', 'Sandbar', 'Keck Science Center', 'Smothers Theatre', 'Howard A. White Center (HAWC)', 'Center for Communication and Business', 'Residence Hall', 'Eddy D. Field Baseball Stadium', 'Alumni Park']"
43,141828,Housing and Residence Life,60219,Pepperdine University,http://www.pepperdine.edu,"['Lower Residence Road', 'Lobby', 'Suite', 'Room', 'Bathroom']"
44,139284,California University of Pennsylvania,60731,California University of Pennsylvania,http://www.calu.edu,"['Welcome', 'Fitness and Recreation', 'The Quad', 'Residence Life', 'Natali Student Center', 'Athletics', 'PGM Facility', 'Hamer Hall', 'Steele Hall', 'Keystone Hall', 'Helsel Hall', 'Noss Hall', 'New Science Hall', 'Vulcan Hall', 'Eberly Hall', 'SAI Farm']"
45,142433,Gannon University,61405,Gannon University,http://www.gannon.edu,"['Waldron Campus Center - Friendship Green', 'Beyer Hall ', 'Beyer Cafeteria', 'North Hall and Finegan Hall Courtyard', 'Recreation and Wellness Center', '6th and Sassafras Streets', 'Nash Library', 'Old Main', ""AJ's Way"", 'Center for Advanced Engineering', 'Palumbo Academic Center', 'Morosky Academic Center', 'Center for Communication and the Arts', 'Center for Business Ingenuity', 'Lake Erie - Dobbins Landing']"
46,139765,Liberty University,62063,Liberty University,http://www.liberty.edu,"['Academic Quad', 'Academic Lawn', 'Vines Center', 'DeMoss Hall Academic Programs ', 'Green Hall Academics', 'School of Nursing', 'Montview Student Union', 'Jerry Falwell Library', 'Center for Music & the Worship Arts', 'Club Sports', 'Center for Natural Science', 'School of Business', 'DeMoss Hall', 'NCAA Division I Sports', 'Food Court at Reber-Thomas Dining Hall ', 'Freedom Tower', 'School of Education', 'LaHaye Recreation and Fitness Center and Intramural Sports', 'Residence Halls', 'School of Aeronautics']"
47,141166,Mercy College,62233,Mercy College,http://www.mercy.edu,"['Intro ', 'Heart of Campus', 'Simulation Lab', 'Library', 'STEM Classroom', 'Mentorship', 'Cafeteria', 'Athletics', 'Student Lounge', 'Residential Life', 'Rotunda', 'Trading Room', 'Music Production Studio', 'Maher/Mahoney Quad', 'Ardsley Train Station']"
48,141167,Mercy College NYC Campuses,62233,Mercy College,http://www.mercy.edu,"['Intro', 'Bronx Campus', 'Atrium', 'Classroom', 'Auditorium', 'Student Support', 'Courtyard', 'Student Lounge', 'Conference Room', 'Veterans Lounge', 'Library', 'Hutchinson Metro Center', 'Manhattan Campus', 'Manhattan Campus', 'Common Area & Library', 'Bove Media Center', 'Cybersecurity Lab', 'eSports Room', 'Dorm34', 'Herald Square']"
49,141471,Morgan State University,62383,Morgan State University,http://www.morgan.edu,"['Welcome/Academic Quad', 'Carl J. Murphy Fine Arts Center', 'Residence Halls', 'Campus Dining', 'Morgan Business Center', 'Martin D. Jenkins Hall', 'University Memorial Chapel', 'Talmadge L. Hill Field House', 'University Student Center', 'Earl S. Richardson Library', 'Hughes Memorial Stadium', 'Truth Hall', 'The Jenkins Building (Quad)', 'Banneker Hall', 'Richard N. Dixon Science Research Center', 'Communication Center', 'Engineering Complex', 'Center for the Built Environment and Infrastructure Studies', 'Baltimore City']"
50,138075,University of Wisconsin-Milwaukee,63755,University of Wisconsin-Milwaukee,http://www.uwm.edu,"['Welcome', 'Downer Cluster', 'Fountain Space', 'Mitchell', 'Spaights Plaza', 'Maryland Avenue Bridge', 'Science Quad', 'Lubar Entrepreneurship Center/Welcome Center', 'Engelmann Field', 'Outside Sandburg', 'Inside Sandburg', 'Downer Woods Area', 'Cambridge Commons', 'RiverView', 'Panther Arena', 'Zilber School of Public Health', 'School of Freshwater Sciences']"
