institution-id,institution-name,location-id
60301,University of South Florida-Main,143468
60097,Babson College,141221
60097,Babson College,141225
60097,Babson College,141224
59954,Rowan University,80133
60246,San Diego State University,80150
59932,SUNY at New Paltz,80081
60308,Vanguard University of Southern California,100610
60276,University of Cincinnati-Main,138653
60276,University of Cincinnati-Main,143816
60276,University of Cincinnati-Main,143818
60012,Worcester Polytechnic Institute,80304
60012,Worcester Polytechnic Institute,142514
60012,Worcester Polytechnic Institute,142512
60012,Worcester Polytechnic Institute,142547
60012,Worcester Polytechnic Institute,142513
59981,The University of British Columbia,80215
59981,The University of British Columbia,80216
60264,Texas Christian University (TCU),143313
60137,California State University-Northridge,79931
60190,Lewis & Clark College,80039
60162,Grand Canyon University,143226
60141,Concordia University-Chicago,143189
60238,University of South Carolina,80142
60238,University of South Carolina,143437
59910,CUNY John Jay College of Criminal Justice,80023
60001,The University of Tennessee at Chattanooga,80266
59967,Saint Joseph's College-Long Island,80173
59890,Gettysburg College,79983
59871,SUNY College at Cortland,79921
59880,The Evergreen State College,79955
120335,Qatar Northwestern University,142987
138941,Texas A&M University School of Law,143320
138944,The University of North Carolina at Greensboro,143330
120877,Hult International Business School,143193
120331,UT Southwestern Medical Center,142975
135011,Mount Saint Mary's University,143352
139164,St. Philip's College,143808
138937,McGill University ,143307
120337,Scripps College,142988
121433,George Mason Korea,143027
138940,Lake County Tech Campus,143314
120392,Holt School at Rollins College,142991
139038,University of Denver,143567
121395,KCTCS Big Sandy,143576
136280,Dixie State University,143560
139122,George Mason University Diversity and Equity,143709
121286,Lake Land College,143025
138952,UNC Chapel Hill,143398
121002,Mary Baldwin University,143088
139046,University of Limerick,143553
136306,Richard Bland College of William & Mary,143327
138963,Concordia University ,143435
121393,KCTCS Jefferson,143577
138959,Southwest Tennessee Community College,143416
139111,University of Denver Sturm College of Law,143710
139192,Nova Southeastern University KPCOM,143793
139192,Nova Southeastern University KPCOM,143800
139192,Nova Southeastern University KPCOM,143798
139192,Nova Southeastern University KPCOM,143796
139192,Nova Southeastern University KPCOM,143794
139192,Nova Southeastern University KPCOM,143801
139192,Nova Southeastern University KPCOM,143799
139192,Nova Southeastern University KPCOM,143797
139192,Nova Southeastern University KPCOM,143795
139192,Nova Southeastern University KPCOM,143802
121090,The Cooper Union,143174
139210,NOVA Southeastern University Fischler,143867
139210,NOVA Southeastern University Fischler,143875
139210,NOVA Southeastern University Fischler,143873
139210,NOVA Southeastern University Fischler,143871
139210,NOVA Southeastern University Fischler,143878
139210,NOVA Southeastern University Fischler,143868
139210,NOVA Southeastern University Fischler,143876
139210,NOVA Southeastern University Fischler,143874
139210,NOVA Southeastern University Fischler,143872
139210,NOVA Southeastern University Fischler,143881
139210,NOVA Southeastern University Fischler,143869
139210,NOVA Southeastern University Fischler,143877
139048,The University of Utah,143554
139048,The University of Utah,143555
139163,Georgetown University in Qatar,143746
120350,Vrije Universiteit Amsterdam,143228
120415,Rosalind Franklin University,143044
121239,Boston College Law School,143318
139033,Herron School of Art and Design,143487
138977,Purdue University Northwest,143459
139121,Drexel University College of Medicine,143690
121014,Saint Mary's University of Minnesota,143090
121392,KCTCS Bluegrass,143287
120332,Touro Law Center,142976
134954,Western University of Health Sciences,143685
120352, EAB University,143824
120352, EAB University,143052
120352, EAB University,143053
138939,Northern Vermont University,143310
138939,Northern Vermont University,143311
139129,University of Chicago Booth School of Business,143712
139129,University of Chicago Booth School of Business,143792
139129,University of Chicago Booth School of Business,143713
139129,University of Chicago Booth School of Business,143714
120851,University College Dublin,143078
120773,UMKC School of Medicine,80372
139029,Lorenzo Walker Technical College,143536
121126,Mississippi College of Law,143178
121394,KCTCS West Kentucky,143342
120346,Lund University,143024
121260,Niagara University,143205
138962,University of Nottingham,143434
138938,Grand View University,143308
139158,Johns Hopkins University SAIS,143756
139158,Johns Hopkins University SAIS,143790
139158,Johns Hopkins University SAIS,143791
139248,John Hopkins Applied Physics Lab,143950
120029,Salus University ,141150
120175,University of Findlay,142210
120175,University of Findlay,142211
97267,Lakehead University,115689
97267,Lakehead University,115700
119528,Southwest College of Naturopathic Medicine,139083
120205,Carleton College,142532
120074,David Eccles School of Business,141327
120232,College of Lake County ,143045
72015,Vermont Law School,90358
96836,Augusta University,115188
96836,Augusta University,115189
112960,San Francisco Theological Seminary,130534
113992,NACIS,124484
119459,Graduate Theological Union,138822
119459,Graduate Theological Union,142663
119459,Graduate Theological Union,142655
119459,Graduate Theological Union,142662
119667,Oxford College of Emory University,139900
120171,College of Staten Island - CUNY,142151
75700,The Penn State Dickinson School of Law,94211
120250,St. John's College NM,94596
120323,University of Southern California ,142930
64180,Cleveland University- Kansas City,80744
66933,Columbus State University,88241
120319,Western University,142906
120037,Babson College Grad,141196
120077,New Noreaster,141370
120124,Tropicana Student Living,141742
120124,Tropicana Student Living,143667
120224,Portland State University,142683
120217,UMHS - University of Medicine and Health Sciences,142628
120068,Southern Baptist Theological Seminary,141313
120068,Southern Baptist Theological Seminary,141331
119456,Walnut Hill College,138804
64234,Olds College,80984
120142,Tallahassee Community College,141865
64141,Algoma University,80689
117911,School of Visual Arts,136683
117957,Southeastern Baptist Theological Seminary,136757
119580,University of Providence ,139444
120032,Northeastern University School of Law,141027
120177,Pacific University Oregon,142269
120177,Pacific University Oregon,142649
120201,CUNY Borough of Manhattan Community College,142511
119862,Florida SouthWestern State College,140561
72668,University of Victoria,91051
120317,Colorado School of Mines,142905
120251,Shippensburg University,142857
120062,Sault College,141310
120200,Le Moyne College,142510
120081,Bethel University - Indiana,141412
73708,Toronto Metropolitan University,92078
120178,Xavier University,142516
60270,Texas Southern University,108750
60270,Texas Southern University,108762
60270,Texas Southern University,108791
72337,The Wharton School,142507
62584,Northwest Nazarene University,108380
63186,Southwestern College (CA),110629
60109,Butler University,141172
60109,Butler University,141173
64045,University of Toronto Mississauga,143460
62916,Roger Williams University,111448
62916,Roger Williams University,143007
61878,Johnson County Community College,109755
60222,University of Pittsburgh-Pittsburgh,98298
60222,University of Pittsburgh-Pittsburgh,143689
60222,University of Pittsburgh-Pittsburgh,142429
60222,University of Pittsburgh-Pittsburgh,142427
60222,University of Pittsburgh-Pittsburgh,142428
60222,University of Pittsburgh-Pittsburgh,114066
60222,University of Pittsburgh-Pittsburgh,107956
60126,Central New Mexico Community College,143343
60713,Butte College,98870
61501,Hamilton College,109493
61501,Hamilton College,142102
61501,Hamilton College,142303
63528,University of Central Arkansas,108095
63493,Union University,80543
63517,The University of Alabama in Huntsville,105602
62837,Randolph College,108674
61974,Knox College,108051
60102,Biola University,99206
120326,University of York,142938
96106,University of New Hampshire,114531
96106,University of New Hampshire,114530
96106,University of New Hampshire,114532
96106,University of New Hampshire,128729
120208,Bloomsburg University,142556
120211,UC Hastings Law,143341
120216,University of Tennessee Knoxville,142609
120202,YouVisit Demo,142520
63737,University of the Sciences,140767
